id,nome,caminho_rel,sha256,tamanho_kb,processo_citius,confianca,suporte,cluster,ambiguo,streams,obj_stm,js_tags
51,01_DESPACHO_INDEFERIMENTO_LIMINAR_PROC_23142.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_23142_EXECUCAO_TRL\01_DESPACHO_INDEFERIMENTO_LIMINAR_PROC_23142.pdf,75b904d53effe80fe2246eaec3955f746cb958d900de3a16133dbe9afb8f7e5e,3.88,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
52,0203-22-6T8LSB_Requerimento_003_Unicre.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_10153_UNICRE_SUSPENSO\0203-22-6T8LSB_Requerimento_003_Unicre.pdf,f12c6806c44e48549a893b0b9eff173183afad1e93445f1444f1760582a82f4e,119.82,N/A,0.0,NAO_INDICIADO,N/A,NAO,34,4,0
53,0203-22-6T8LSB_Requerimento_00_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_10153_UNICRE_SUSPENSO\0203-22-6T8LSB_Requerimento_00_alt.pdf,f12c6806c44e48549a893b0b9eff173183afad1e93445f1444f1760582a82f4e,119.82,N/A,0.0,NAO_INDICIADO,N/A,NAO,34,4,0
54,02_ACORDAO_TRL_EXTINCAO_EXECUCAO_23142.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_23142_EXECUCAO_TRL\02_ACORDAO_TRL_EXTINCAO_EXECUCAO_23142.pdf,594927b984e6783d7fca7baa2d9476136b4d5f72995890e92d742acc7c14e9ab,3.29,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
55,03_RECLAMACAO_DISCIPLINAR_CAAJ_LUISA_SANTOS.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_23142_EXECUCAO_TRL\03_RECLAMACAO_DISCIPLINAR_CAAJ_LUISA_SANTOS.pdf,06cb689e892c53d4cf041afaa6332be1897b0c0056d176a78f8704a9c75fc023,3.44,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
56,04_REQUERIMENTO_LEVANTAMENTO_PENHORAS_35K.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_23142_EXECUCAO_TRL\04_REQUERIMENTO_LEVANTAMENTO_PENHORAS_35K.pdf,748bba6faaf1950aef660dc145562344fdc4c05d541ef9cb26b2f5b8666d229e,3.42,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
57,05_DESPACHO_SUSPENSAO_EXECUCAO_UNICRE_PROC_10153.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_10153_E_20203_UNICRE\05_DESPACHO_SUSPENSAO_EXECUCAO_UNICRE_PROC_10153.pdf,810a27c3acdf95bb71027d42c6b042cf1f1461ee91312bec4b72fd70aed0bc57,3.06,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
58,05_REQUERIMENTO_MARIA_TERESA_2_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_3719_CAUTELAR_ARQUIVADO\05_REQUERIMENTO_MARIA_TERESA_2_alt.pdf,9966b7daf91c304a83cb1b965f5c9b12e7adb2980262bb7ff8016a1b84c6bec2,25.91,N/A,0.0,NAO_INDICIADO,N/A,NAO,4,0,0
59,06_MINUTA_CONTESTACAO_15547_COMPLETA.pdf,03_RESULTADOS\03_PROVAS_SELECIONADAS_POR_PROCESSO\PROC_15547_REIVINDICACAO\06_MINUTA_CONTESTACAO_15547_COMPLETA.pdf,3fc58cbc6e927e82a386d9217ce0947b499d977af28d2ffa948c77df41d6cc8b,4.31,N/A,0.0,NAO_INDICIADO,N/A,NAO,1,0,0
60,06_NOTIFICACAO_CENTENARIO_2025_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\06_NOTIFICACAO_CENTENARIO_2025_alt.pdf,20dbf1e329d3eee1a206a90830184e006c2c0bceb6b3a6b7e5572addcddfda14,28.54,N/A,0.0,NAO_INDICIADO,N/A,NAO,4,0,0
61,07_FATURA_UNICRE_20240101_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_10153_UNICRE_SUSPENSO\07_FATURA_UNICRE_20240101_alt.pdf,ba9f111411d684776655e0058fd5e3683a0db9210a845b323120af384a5fae2c,23.9,N/A,0.0,NAO_INDICIADO,N/A,NAO,4,0,0
62,133880.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_3719_CAUTELAR_ARQUIVADO\133880.pdf,77b17a321a0eb2a1696fa0c5109947d5737a4633eaf7b6f0e84efbdc56349c6e,1288.08,N/A,0.0,NAO_INDICIADO,N/A,NAO,40,0,0
63,133880_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_3719_CAUTELAR_ARQUIVADO\133880_alt.pdf,77b17a321a0eb2a1696fa0c5109947d5737a4633eaf7b6f0e84efbdc56349c6e,1288.08,N/A,0.0,NAO_INDICIADO,N/A,NAO,40,0,0
64,137630.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_3719_CAUTELAR_ARQUIVADO\137630.pdf,3c7cadf3941ad17d7f22081fac3e4e33e8cecc84c6fe081ee4018469cee83dd7,6756.08,N/A,0.0,NAO_INDICIADO,N/A,NAO,66,0,0
65,137630_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_3719_CAUTELAR_ARQUIVADO\137630_alt.pdf,3c7cadf3941ad17d7f22081fac3e4e33e8cecc84c6fe081ee4018469cee83dd7,6756.08,N/A,0.0,NAO_INDICIADO,N/A,NAO,66,0,0
66,15547-26-0T8LSB_456900676_10.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_10.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
67,15547-26-0T8LSB_456900676_10_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_10_alt.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
68,15547-26-0T8LSB_456900676_11.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_11.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
69,15547-26-0T8LSB_456900676_11_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_11_alt.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
70,15547-26-0T8LSB_456900676_14.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_14.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,25,0,0
71,15547-26-0T8LSB_456900676_14_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_14_alt.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,25,0,0
72,15547-26-0T8LSB_456900676_4.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_4.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
73,15547-26-0T8LSB_456900676_4_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_4_alt.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
74,15547-26-0T8LSB_456900676_5.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_5.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
75,15547-26-0T8LSB_456900676_5_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_5_alt.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
76,15547-26-0T8LSB_456900676_7.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_7.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
77,15547-26-0T8LSB_456900676_7_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_7_alt.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
78,15547-26-0T8LSB_456900676_8.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_8.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,19,0,0
79,15547-26-0T8LSB_456900676_8_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_8_alt.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,19,0,0
80,15547-26-0T8LSB_456900676_9.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_9.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
81,15547-26-0T8LSB_456900676_9_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547-26-0T8LSB_456900676_9_alt.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
82,15547_26_0T8LSB_456900676_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547_26_0T8LSB_456900676_CITACAO.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
83,15547_26_0T8LSB_456900676_CITA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547_26_0T8LSB_456900676_CITA_alt.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
84,15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
85,15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
86,17032023_VARELA_SENTAC_AO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\17032023_VARELA_SENTAC_AO.pdf,acced105af9654a9adf9a0b6ef38034718f4390131a0d8ff5f223378a83bf900,82.98,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
87,17032023_VARELA_SENTAC_AO_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\17032023_VARELA_SENTAC_AO_alt.pdf,acced105af9654a9adf9a0b6ef38034718f4390131a0d8ff5f223378a83bf900,82.98,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
88,20221012_20221012_23142227T8LSB_REQUERIMENTO_EXECUTIVO_v03.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\20221012_20221012_23142227T8LSB_REQUERIMENTO_EXECUTIVO_v03.pdf,848aea972e74204793dc138602fd94d7b809c46a2847878d3363fb005b0b0e21,27.15,N/A,0.0,NAO_INDICIADO,N/A,NAO,9,0,0
89,20221012_20221012_23142227T8LS_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\20221012_20221012_23142227T8LS_alt.pdf,848aea972e74204793dc138602fd94d7b809c46a2847878d3363fb005b0b0e21,27.15,N/A,0.0,NAO_INDICIADO,N/A,NAO,9,0,0
90,2023-10-16_23142-22_7T8LSB_DESPACHO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2023-10-16_23142-22_7T8LSB_DESPACHO.pdf,eb28880e96f077366198ed250773270c16b7ef4641e74d1293732a1c480662dc,178.31,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
91,2023-10-16_23142-22_7T8LSB_DES_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2023-10-16_23142-22_7T8LSB_DES_alt.pdf,eb28880e96f077366198ed250773270c16b7ef4641e74d1293732a1c480662dc,178.31,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
92,2025-06-26_-_Termo_-_218642000_-_23142_22_7T8LSB.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2025-06-26_-_Termo_-_218642000_-_23142_22_7T8LSB.pdf,79ca824f3b7a85df2b11b9465c4c20d7b707bf5ab1a56d92963bb1c4ce82ed20,81.51,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
93,2025-06-26_-_Termo_-_218642000_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2025-06-26_-_Termo_-_218642000_alt.pdf,79ca824f3b7a85df2b11b9465c4c20d7b707bf5ab1a56d92963bb1c4ce82ed20,81.51,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
94,2026-05-19_R455899454_NOT_BAIXA_AUTOS_VARELA_DE_MATOS_HDCFB7D2C57EF.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2026-05-19_R455899454_NOT_BAIXA_AUTOS_VARELA_DE_MATOS_HDCFB7D2C57EF.pdf,dcfb7d2c57ef4406a557033f02d03d30e20309f3fb4bffd19f8a2588546777b8,107.67,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,18,0,0
95,2026-05-19_R455899454_NOT_BAIX_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2026-05-19_R455899454_NOT_BAIX_alt.pdf,dcfb7d2c57ef4406a557033f02d03d30e20309f3fb4bffd19f8a2588546777b8,107.67,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,18,0,0
96,2026-06-01_R46497693_NOT_CONTA_FINAL_AE_VARELA_DE_MATOS_H229B2B9A10F9.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2026-06-01_R46497693_NOT_CONTA_FINAL_AE_VARELA_DE_MATOS_H229B2B9A10F9.pdf,229b2b9a10f90578f83046b9bc482e99299fc9c155b33912ba40dd41685a090c,31.82,N/A,0.0,NAO_INDICIADO,N/A,NAO,10,0,0
97,2026-06-01_R46497693_NOT_CONTA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\2026-06-01_R46497693_NOT_CONTA_alt.pdf,229b2b9a10f90578f83046b9bc482e99299fc9c155b33912ba40dd41685a090c,31.82,N/A,0.0,NAO_INDICIADO,N/A,NAO,10,0,0
98,2026-08-18_PECA_JUDICIAL_OUTPUT_DOCUMENTOS_CITIUS_PECA_JUDICIAL_15547_26_0T8LSB_20260818_150504.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-18_PECA_JUDICIAL_OUTPUT_DOCUMENTOS_CITIUS_PECA_JUDICIAL_15547_26_0T8LSB_20260818_150504.pdf,b7c0a4a4b1762bedfd6a6b2f61b6f8eda6c7830239ca2c0d5606c428cecb6556,114.16,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,12,0,0
99,2026-08-18_PROC_15547-26.0T8LSB_PECA_JUDICIAL_OUTPUT_DOCUMENTOS_CITIUS_PECA_JUDICIAL_15547_26_0T8LSB_20260818_150504.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-18_PROC_15547-26.0T8LSB_PECA_JUDICIAL_OUTPUT_DOCUMENTOS_CITIUS_PECA_JUDICIAL_15547_26_0T8LSB_20260818_150504.pdf,b7c0a4a4b1762bedfd6a6b2f61b6f8eda6c7830239ca2c0d5606c428cecb6556,114.16,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,12,0,0
100,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
101,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10_alt.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
102,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
103,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11_alt.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
104,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,25,0,0
105,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14_alt.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,25,0,0
106,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
107,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4_alt.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
108,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
109,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5_alt.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,5,0,0
110,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
111,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7_alt.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
